MP_TEXT_ENCYCLOPEDIA_COMM_ARRAY_00;Descifra en tiempo real la información del campo de batalla procedente de sensores orbitales. Cuando resulta destruida o se queda sin energía, las pantallas de radar dejan de funcionar.
MP_TEXT_ENCYCLOPEDIA_COMM_ARRAY_EMPIRE_PAD_00;Haz clic para construir una antena de comunicaciones imperial.
MP_TEXT_ENCYCLOPEDIA_COMM_ARRAY_REBEL_PAD_00;Haz clic para construir una antena de comunicaciones rebelde.
MP_TEXT_ENCYCLOPEDIA_COMMAND_CENTER_EMPIRE_00;Oscuro y amenazador, el centro de mando imperial es el eje principal de todas las actividades terrestres. Los centros de mando permiten el reclutamiento de unidades heroicas.
MP_TEXT_ENCYCLOPEDIA_COMMAND_CENTER_EMPIRE_01;Mejoras: niveles tecnológicos 1-3.
MP_TEXT_ENCYCLOPEDIA_COMMAND_CENTER_PAD_EMPIRE_00;Haz clic para construir un centro de mando imperial.
MP_TEXT_ENCYCLOPEDIA_COMMAND_CENTER_PAD_REBEL_00;Haz clic para construir un centro de mando rebelde.
MP_TEXT_ENCYCLOPEDIA_COMMAND_CENTER_REBEL_00;Es la estructura central de operaciones de las fuerzas terrestres de la Rebelión. Los centros de mando permiten el reclutamiento de unidades heroicas.
MP_TEXT_ENCYCLOPEDIA_COMMAND_CENTER_REBEL_01;Mejoras: niveles tecnológicos 1-3.
MP_TEXT_ENCYCLOPEDIA_DEFENSE_SAT_LASER_00;Plataforma láser polivalente diseñada para la defensa de perímetros en el espacio contra cazas y corbetas.
MP_TEXT_ENCYCLOPEDIA_DEFENSE_SAT_LASER_PAD_00;Haz clic para construir un satélite defensivo con láseres. 
MP_TEXT_ENCYCLOPEDIA_DEFENSE_SAT_MISSILE_00;Plataforma de misiles polivalente diseñada para la defensa de perímetros en el espacio contra cazas y corbetas.
MP_TEXT_ENCYCLOPEDIA_DEFENSE_SAT_MISSILE_PAD_00;Haz clic para construir un satélite defensivo con misiles. 
MP_TEXT_ENCYCLOPEDIA_DROID_WORKS_UNDERWORLD_PAD_00;Haz clic para construir unas obras droides del Consorcio Zann
MP_TEXT_ENCYCLOPEDIA_HEAVY_FACTORY_EMPIRE_00;Unidades para requisiciones: tanque repulsor 2-M, SPMA-T, AT-AT.
MP_TEXT_ENCYCLOPEDIA_HEAVY_FACTORY_EMPIRE_01;Mejoras: blindaje reflectante pesado, reactores mejorados para AT-AT.
MP_TEXT_ENCYCLOPEDIA_HEAVY_FACTORY_EMPIRE_PAD_00;Haz clic para construir una fábrica imperial de vehículos pesados.
MP_TEXT_ENCYCLOPEDIA_HEAVY_FACTORY_REBEL_00;Unidades para requisiciones: artillería MPTL, tanques T4-B.
MP_TEXT_ENCYCLOPEDIA_HEAVY_FACTORY_REBEL_01;Mejoras: blindaje pesado, daño aumentado para el T4-B, orugas mejoradas.
MP_TEXT_ENCYCLOPEDIA_HEAVY_FACTORY_REBEL_PAD_00;Haz clic para construir una fábrica rebelde de vehículos pesados.
MP_TEXT_ENCYCLOPEDIA_LIGHT_FACTORY_EMPIRE_00;Unidades para requisiciones: AT-ST, atacante TIE, AT-AA.
MP_TEXT_ENCYCLOPEDIA_LIGHT_FACTORY_EMPIRE_01;Mejoras: blindaje reflectante ligero, reactores mejorados.
MP_TEXT_ENCYCLOPEDIA_LIGHT_FACTORY_EMPIRE_PAD_00;Haz clic para construir una fábrica imperial de vehículos ligeros.
MP_TEXT_ENCYCLOPEDIA_LIGHT_FACTORY_REBEL_00;Unidades para requisiciones: tanques T2-B, deslizadores.
MP_TEXT_ENCYCLOPEDIA_LIGHT_FACTORY_REBEL_01;Mejoras: blindaje ligero, repulsores mejorados.
MP_TEXT_ENCYCLOPEDIA_LIGHT_FACTORY_REBEL_PAD_00;Haz clic para construir una fábrica rebelde de vehículos ligeros.
MP_TEXT_ENCYCLOPEDIA_MERCHANT_SPACE_DOCK_00;Proporciona unidades únicas con descuento.
MP_TEXT_ENCYCLOPEDIA_MERCHANT_SPACE_DOCK_01;Unidades: crucero de clase Venator, fragata interceptora, nave de patrulla IPV, cazas piratas.
MP_TEXT_ENCYCLOPEDIA_MINING_00;Extrae minerales y metales preciosos, y los transforma en dinero.
MP_TEXT_ENCYCLOPEDIA_MINING_01;Mejoras: aumento en la producción
MP_TEXT_ENCYCLOPEDIA_MINING_EMPIRE_PAD_00;Haz clic para construir una explotación minera.
MP_TEXT_ENCYCLOPEDIA_MINING_REBEL_PAD_00;Haz clic para construir una explotación minera.
MP_TEXT_ENCYCLOPEDIA_PALACE_PAD_UNDERWORLD_00;Haz clic para construir un palacio del Consorcio Zann
MP_TEXT_ENCYCLOPEDIA_POWER_GENERATOR_00;Proporciona energía al generador de escudo, a la antena de comunicaciones, a la explotación minera y a los turboláseres. Su destrucción hace que los escudos fallen, que los turboláseres se desactiven, que el radar deje de funcionar y limita la producción de minas.
MP_TEXT_ENCYCLOPEDIA_POWER_GENERATOR_EMPIRE_PAD_00;Haz clic para construir un generador imperial de energía.
MP_TEXT_ENCYCLOPEDIA_POWER_GENERATOR_REBEL_PAD_00;Haz clic para construir un generador rebelde de energía.
MP_TEXT_ENCYCLOPEDIA_RESEARCH_00;Proporciona mejoras defensivas y ofensivas únicas.
MP_TEXT_ENCYCLOPEDIA_RESEARCH_01;Mejoras: bombardeos, estructuras reforzadas, defensas mejoradas.
MP_TEXT_ENCYCLOPEDIA_RESEARCH_EMPIRE_PAD_00;Haz clic para construir un centro de investigación imperial.
MP_TEXT_ENCYCLOPEDIA_RESEARCH_REBEL_PAD_00;Haz clic para construir un centro de investigación rebelde.
MP_TEXT_ENCYCLOPEDIA_RESOURCE_PAD_00;Sirve de fuente de ingresos adicional e independiente.
MP_TEXT_ENCYCLOPEDIA_RESOURCE_PAD_EMPTY_00;Haz clic para construir una plataforma de recursos. Cuando está operativa, proporciona ingresos adicionales al equipo.
MT_LAND_PLANET_ALZOCIII_INTIMIDATION;Intimidar al comisionado de alimentos. 
MT_LAND_PLANET_ANAXES_INTIMIDATION;Intimidar a las familias nobles de Anaxes. 
MT_LAND_PLANET_BESTINE_KIDNAPPING;Secuestrar al comandante Ral Falan
MT_LAND_PLANET_BOTHAWUI_INTIMIDATION;Intimidar a Polo Se'Lab. 
MT_LAND_PLANET_BYSS_KIDNAPPING;Secuestrar al gobernador Kirith.
MT_LAND_PLANET_CARIDA_KIDNAPPING;Secuestrar a Dalken Hol
MT_LAND_PLANET_DANTOOINE_INTIMIDATION;Intimidar a los granjeros locales.
MT_LAND_PLANET_FELUCIA_TUTORIAL;Felucia
MT_LAND_PLANET_HONOGHR_INTIMIDATE;Intimidar a los Noghri.
MT_LAND_PLANET_HONOGHR_INTIMIDATE_STORY;Intimidar a los Noghri. 
MT_LAND_PLANET_KUAT_KIDNAPPING;Secuestrar a Bevel Lemelisk. 
MT_LAND_PLANET_MUUNILINST_KIDNAPPING;Secuestrar al presidente San Hill.
MT_LAND_PLANET_NABOO_INTIMIDATION;Secuestrar al presidente del negocio de energía de plasma. 
MT_LAND_PLANET_NALHUTTA_KIDNAPPING;Secuestrar al director del puerto espacial. 
MT_LAND_PLANET_SALEUCAMI_INTIMIDATION;Intimidar al gobernador Koong Eeth.
MT_LAND_PLANET_SHOLA_02;Contraatacando a Jabba
MT_LAND_PLANET_TARIS_INTIMIDATION;Intimidar a Twitch.
MT_LAND_PLANET_THYFERRA_KIDNAPPING;Secuestrar a Ungarr Daris
MT_LAND_PLANET_UTAPAU_KIDNAPPING;Secuestrar a Garnak Fey.
MT_SPACE_PLANET_AETENII_PIRACY;Piratería en Aeten II 
MT_SPACE_PLANET_BESPIN_PIRACY;Atacar los cargamentos de gas tibanna. 
MT_SPACE_PLANET_BESPIN_PIRACY_STORY;Atacar los cargamentos de gas tibanna. 
MT_SPACE_PLANET_CORELLIA_PIRACY;Atacar a los satélites que orbitan sobre Corellia. 
MT_SPACE_PLANET_CORULAG_PIRACY;Atacar el sistema Corulag. 
MT_SPACE_PLANET_FELUCIA_TUTORIAL;Felucia
MT_SPACE_PLANET_FONDOR_PIRACY;Destruir una estación de combate en órbita. 
MT_SPACE_PLANET_KESSEL_PIRACY;Destruir el satélite de comunicaciones de Kessel
MT_SPACE_PLANET_MANDALORE_PIRACY;Atacar los cargamentos hipernáuticos mandalorianos. 
MT_SPACE_PLANET_MANDALORE_PIRACY_PROLOGUE;Derrota al estratega supremo de Mandalore
MT_SPACE_PLANET_MANDALORE_PIRACY_STORY;Atacar los cargamentos hipernáuticos mandalorianos.  
MT_SPACE_PLANET_MONCALAMARI_PIRACY;Atacar los astilleros de los mon calamari.
MTEM02_An_Organized_Resistance.TED;Resistencia organizada
MTEM03_The_Pirate_Menace.TED;La amenaza pirata
MTEM04_Space_Planet_Geonosis.TED;El sometimiento de Geonosis
MTEM05_Attack_on_Mon_Calamari.TED;Ataque a Mon Calamari
MTEM06_Trouble_on_Kashyyyk.TED;Problemas en Kashyyyk
MTEM09_A_New_Weapon_of_War.TED;Una nueva arma para la guerra
MTEM13_Errand_with_the_Emperor.TED;Encuentro con el Emperador
MTEM14_Capturing_a_Princess.TED;La captura de la princesa
MTEM15_The_Destruction_of_Alderaan.TED;La destrucción de Alderaan
MTEXECUTIVE_TACTICAL_DEMO;Endor
MTEXECUTIVE_TACTICAL_DEMO1;Naboo
MTRM01_Space_Planet_Kuat.TED;Distracción en los astilleros
MTRM02_Interpreting_the_Network.TED;Interpretar la red
MTRM03_Theft_of_the_X-wing.TED;El robo de los ala X
MTRM04_Kessel_Rescue;Rescate en Kessel
MTRM06_Imperial_Liberation;Liberación imperial
MTRM07_Highest_Bidder;El mejor postor
MTRM07A_Rescue_Falcon;Rescata al Halcón Milenario.
MTRM08A_Cargo_Woes;Una aguja en un pajar
MTRM09_Borrowed_Time;Tiempo prestado
MTRM09_Lost_and_Found;¡Frágil!  
MTTM00_Galactic;Introducción al modo galáctico
MTTM00_GALACTIC;Introducción al modo galáctico
MTTM01_Gaining_Ground;Ganar terreno
MTTM01_GAINING_GROUND;Ganar terreno
MTTM02_Scramble;Repliegue
MTTM02_SCRAMBLE;Repliegue
MTTM03_Empire_at_War;El Imperio en guerra
MTTM03_EMPIRE_AT_WAR;El Imperio en guerra
MTTM04_Imperial_Noose;Cerco imperial
MTTM04_IMPERIAL_NOOSE;Cerco imperial
MTTM05_Imperial_Policy;Política imperial
MTTM05_IMPERIAL_POLICY;Política imperial
MTTM06_LAND_MULTIPLAYER;Modo de escaramuzas terrestres (no interactivo)
MTTM07_SPACE_MULTIPLAYER;Modo de escaramuzas espaciales (no interactivo)
MTUM01_A_CRIMELORD_UNLEASHED;Un hampón liberado
MTUM02_REMNANTS_OF_THE_DEATH_STAR;Los vestigios de la Estrella de la Muerte
MTUM03_COMMUNICATIONS_BREAKDOWN;Fallo en las comunicaciones
MTUM04_VISIONS_OF_THE_PAST;Visiones del pasado
MTUM06_DARK_ALLY;Un aliado oscuro
MTUM07_CLOUD_CITY_CONFLICT;Conflicto en la ciudad nube
MTUM08_REBEL_EVICTION;Desalojo rebelde
MTUM09_BAITING_THE_HOOK;Cebando el anzuelo
MTUM11_RAIDERS_OF_THE_LOST_HOLOCRON;La búsqueda del artefacto
MTUM12_TEST_MISSION_TWELVE;Misión 12. Campaña de prueba
MTUM12_THE_EMPERORS_NEW_WEAPON;La nueva arma del Emperador
PHASE 2 LINES;[TBL]
REBEL_BM_TECH_1;Tecnologías disponibles en el mercado negro para el nivel tecnológico uno rebelde.
REBEL_BM_TECH_2;Tecnologías disponibles en el mercado negro para el nivel tecnológico dos rebelde.
REBEL_BM_TECH_3;Tecnologías disponibles en el mercado negro para el nivel tecnológico tres rebelde.
REBEL_BM_TECH_4;Tecnologías disponibles en el mercado negro para el nivel tecnológico cuatro rebelde.
REBEL_BM_TECH_5;Tecnologías disponibles en el mercado negro para el nivel tecnológico cinco rebelde.
TEXT_3D_AUDIO_TECH_INIT_FAILURE_1;No se ha podido inicializar la tecnología de audio 3D seleccionada.
TEXT_3D_AUDIO_TECH_INIT_FAILURE_2;Esta tecnología no es compatible con las especificaciones de tu PC.
TEXT_3D_AUDIO_TECH_INIT_SUCCESS_1;Se ha inicializado con éxito la tecnología de audio 3D seleccionada.
TEXT_3D_AUDIO_TECH_INIT_SUCCESS_2;Esta opción podría hacer que el sistema se cerrara al salir de la partida.
TEXT_A_LONG_TIME_AGO;Hace mucho tiempo, en una galaxia muy, muy lejana...
TEXT_A_WING_SQUADRON;Escuadrón de ala A
TEXT_ABILITIES_DEFAULT_TO_AUTOFIRE;Aptitudes fijadas en modo automático
TEXT_ABILITY_SLOT_BLACK_MARKET;Comprar
TEXT_ABILITY_SLOT_CORRUPT_PLANET;ESPARCIR CORRUPCIÓN
TEXT_ABILITY_SLOT_HACK_SUPER_WEAPON;PIRATEAR LA ESTRELLA DE LA MUERTE
TEXT_ABILITY_SLOT_NEUTRALIZE_HERO;NEUTRALIZAR HÉROE
TEXT_ABILITY_SLOT_RAID;HACER INCURSIÓN
TEXT_ABILITY_SLOT_REMOVE_CORRUPTION;REDUCIR LA CORRUPCIÓN
TEXT_ABILITY_SLOT_SABOTAGE;SABOTEAR
TEXT_ABILITY_SLOT_SIPHON_CREDITS;ROBAR CRÉDITOS
TEXT_ABILITY_SLOT_SLICE;ROBAR
TEXT_ABILITY_SLOT_SPY;ESPIAR
TEXT_ACTIVE;Activo
TEXT_ACTIVE_STORIES_BUTTON;Activo
TEXT_ADD;Sumar
TEXT_ADMIN_RIGHTS_REQUIRED;Se ha producido un error al descargar la actualización. Debes tener derechos de administrador para actualizar el juego.
TEXT_ADVANCED;Avanzados…
TEXT_ADVANCED_VIDEO_OPTIONS;Opciones avanzadas de vídeo
TEXT_ADVANTAGES;Ventajas:
TEXT_AI_EASY_PLAYER_NAME;IA fácil
TEXT_AI_HARD_PLAYER_NAME;IA difícil
TEXT_AI_MEDIUM_PLAYER_NAME;IA normal
TEXT_AI_PLAYER_NAME;Jugador IA predeterminado
TEXT_ALL_CONNECTED_OK;Todos los jugadores se han conectado con éxito
TEXT_ALLOW_AUTORESOLVE;Resolver combates auto.
TEXT_ALLOW_AUTORESOLVE_ALWAYS;Siempre
TEXT_ALLOW_AUTORESOLVE_ASK;Preguntar
TEXT_ALLOW_AUTORESOLVE_NEVER;Nunca
TEXT_ALLOW_AUTORESOLVE_OVERWHELMING_ODDS;Contrariedades incontenibles
TEXT_ALLOW_HEROES;Permitir héroes
TEXT_ALLOW_NAT_NEGOTIATION;Negociación NAT
TEXT_ALLOW_RANDOM_EVENTS;Permitir sucesos aleatorios
TEXT_ALLOW_SUPER_WEAPONS;Permitir superarmas
TEXT_ALTERNATE_MOUSE_CONTROLS;Control alternativo con el ratón
TEXT_ANAXES_INTIMIDATION_OBJECTIVE_00;Encuentra al comandante Flankar.
TEXT_ANAXES_INTIMIDATION_OBJECTIVE_01;Bossk debe sobrevivir.
TEXT_ANTI_ALIASING;Antialiasing
TEXT_ANY_PING_FILTER_TIME;Cualquier ping
TEXT_AR_HERO_LOSS;Derrota ##0 en ##1
TEXT_AR_LAND_LOSS_MAJOR;Derrota terrestre decisiva ##0 en ##1. Naves perdidas: ##2
TEXT_AR_LAND_LOSS_MINOR;Derrota terrestre secundaria ##0 en ##1. Naves perdidas: ##2
TEXT_AR_LAND_LOSS_REGULAR;Derrota terrestre ##0 en ##1. Naves perdidas: ##2
TEXT_AR_LAND_WIN_MAJOR;Victoria terrestre decisiva ##0 en ##1. Naves perdidas: ##2
TEXT_AR_LAND_WIN_MINOR;Victoria terrestre secundaria ##0 en ##1. Naves perdidas: ##2
TEXT_AR_LAND_WIN_REGULAR;Victoria terrestre ##0 en ##1. Naves perdidas: ##2
TEXT_AR_SPACE_LOSS_MAJOR;Derrota espacial decisiva ##0 en ##1. Naves perdidas: ##2
TEXT_AR_SPACE_LOSS_MINOR;Derrota espacial secundaria ##0 en ##1. Naves perdidas: ##2
TEXT_AR_SPACE_LOSS_REGULAR;Derrota espacial ##0 en ##1. Naves perdidas: ##2
TEXT_AR_SPACE_WIN_MAJOR;Victoria espacial decisiva ##0 en ##1. Naves perdidas: ##2
TEXT_AR_SPACE_WIN_MINOR;Victoria espacial secundaria ##0 en ##1. Naves perdidas: ##2
TEXT_AR_SPACE_WIN_REGULAR;Victoria espacial ##0 en ##1. Naves perdidas: ##2
TEXT_ASK_AUTO_RESOLVE;¿Cómo va a resolverse la batalla?
TEXT_ASK_BUTTON_AUTO_RESOLVE;Resol. auto.
TEXT_ASK_BUTTON_TACTICAL;Batalla táctica
TEXT_ASK_PLANET_TEXT;¡Se ha producido un conflicto en %s!
TEXT_ASTEROID_MINING_FACILITY;Explotación minera en un asteroide
TEXT_ASTEROID_MINING_FACILITY_EMPIRE;Explotación minera imperial en un asteroide
TEXT_ASTEROID_MINING_FACILITY_PAD;Plataforma minera
TEXT_ASTEROID_MINING_FACILITY_PAD_TEMP;Plataforma de construcción minera
TEXT_ASTEROID_MINING_FACILITY_REBEL;Explotación minera rebelde en un asteroide
TEXT_ATTACK;Atacar
TEXT_ATTACKER_ENTRY_POSITION;Posición de entrada del atacante
TEXT_AUDIO_3D_TECHNOLOGY;Tecnología de audio 3D
TEXT_AUDIO_OPTIONS;Audio
TEXT_AUTO_RESOLVE_COMBAT;Resol. auto. del combate
TEXT_AVAILABLE_CORRUPTION_CHOICES;Opciones de corrupción disponibles:
TEXT_AVG_WEATHER;Meteorología:
TEXT_AXIS_ECONOMY;Economía (créditos)
TEXT_AXIS_MILITARY;Militar (poderío relativo)
TEXT_AXIS_PLANETS;Planetas
TEXT_AXIS_TECH_LEVEL;Nivel tecnológico
TEXT_B_WING_SQUADRON;Escuadrón de alas B
TEXT_BACK_BUTTON;Volver
TEXT_BAD_PASSWORD;Contraseña incorrecta
TEXT_BASE_CREDIT_PRODUCTION;Créditos:
TEXT_BASE_CREDIT_VALUE;Créditos base
TEXT_BASE_LAYOUT;Distribución de la base
TEXT_BATTLE;¡Batalla!
TEXT_BATTLE_TIME;Duración de la batalla:
TEXT_BEGINNING_NAT_NEGOTIATION;Abriendo conexión
TEXT_BESPIN_PIRACY_OBJECTIVE_00;Tyber Zann y el Interdictor deben sobrevivir.
TEXT_BESPIN_PIRACY_OBJECTIVE_01;Activa el Interdictor en la ubicación designada.
TEXT_BESPIN_PIRACY_OBJECTIVE_02;Destruye las naves que transportan el gas tibanna.
TEXT_BESPIN_PIRACY_OBJECTIVE_03;Destruye los transportes de gas tibanna en el segundo convoy.
TEXT_BLACK_MARKET_DIALOG_DESCRIPTION;El mercado negro proporciona al Consorcio Zann habilidades únicas. Estas mejoras de las unidades del mercado negro varían en disponibilidad según la facción.
TEXT_BLACK_MARKET_PURCHASED;Comprada
TEXT_BLACK_MARKET_SLOTS;Elige la tecnología
TEXT_BLACK_MARKET_TECH_LEVEL;Nivel tecnológico
TEXT_BLACK_MARKET_TITLE;Mercado negro
TEXT_BLOCKADE;¡Bloqueo!
TEXT_BM_ADVCT;Tecnología de granadas de concusión
TEXT_BM_BUZZ_DROID_TECH;Tecnología droide zumbador
TEXT_BM_CLOAKING_TECH;Tecnología de camuflaje
TEXT_BM_DEF_MINES;Tecnología de minas defensivas
TEXT_BM_DISRUPTOR_TECH;Tecnología disruptora
TEXT_BM_POINT_DEFENSE;Sistema de defensa en punto
TEXT_BM_REMOTE_WEAPON;Tecnología de armas remotas
